reduced_punishment,刑,50,10,5,1,sentence,坐,50,10,5,1,sentence,完,50,10,5,1,sentence,尸,50,10,5,1,sentence,廢,50,10,5,1,sentence,懲,50,10,5,1,sentence,拶,50,10,5,1,sentence,枷,50,10,5,1,sentence,法,50,10,5,1,sentence,治,50,10,5,1,sentence,箠,50,10,5,1,sentence,箈,50,10,5,1,sentence,耐,50,10,5,1,sentence,誅,50,10,5,1,sentence,讞,50,10,5,1,sentence,辜,50,10,5,1,sentence,阱,50,10,5,1,sentence,髡,50,10,5,1,sentence,
天,,1,1,1,0,1,,1,1,1,0,0,,1,1,1,0,0,,1,1,1,0,0,,1,1,0,0,0,,1,1,0,0,0,,1,1,0,0,0,,1,1,0,0,0,,1,1,0,0,0,,1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,0,
帝,,1,1,1,1,1,,1,1,1,0,0,,1,1,1,0,0,,1,1,1,0,0,,1,1,1,0,0,,1,1,0,0,0,,1,1,0,0,0,,1,1,0,0,0,,1,1,0,0,0,,1,1,0,0,0,,1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,0,,1,0,0,0,0,
