genre,tag,genre number,name,seg,nopunc,focal,compare,stopwords,delimiters,max_cost,120,10,5,2,1,sentence
G13,Excavated,02,mawangdui,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,41,0,0,0,0,41
G13,Excavated,02,mawangdui,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,0,0,0,0,0,0
G13,Excavated,02,mawangdui,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,144,95,72,55,35,88
G13,Excavated,02,mawangdui,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,77,29,12,2,0,27
G13,Excavated,02,mawangdui,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,1409,570,371,184,88,897
G13,Excavated,02,mawangdui,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,674,212,136,66,35,451
G13,Excavated,02,mawangdui,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,1719,246,130,52,27,1043
G13,Excavated,02,mawangdui,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,477,45,20,11,6,223
G13,Excavated,02,mawangdui,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,0,0,0,0,0,0
G13,Excavated,02,mawangdui,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,135,8,3,2,0,77
G13,Excavated,02,mawangdui,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,195,26,19,8,4,79
G1,Rujia,01,lunyu,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,47,13,5,3,2,30
G1,Rujia,01,lunyu,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,14,3,1,0,0,7
G1,Rujia,01,lunyu,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,62,40,28,19,12,42
G1,Rujia,01,lunyu,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,23,2,1,0,0,15
G1,Rujia,01,lunyu,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,306,201,117,56,38,180
G1,Rujia,01,lunyu,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,240,29,10,4,3,169
G1,Rujia,01,lunyu,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,525,45,29,11,7,292
G1,Rujia,01,lunyu,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,193,25,20,11,4,98
G1,Rujia,01,lunyu,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,6,0,0,0,0,0
G1,Rujia,01,lunyu,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,115,7,3,2,1,20
G1,Rujia,01,lunyu,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,37,1,1,1,0,9
G1,Rujia,02,mengzi,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,10,3,3,1,1,6
G1,Rujia,02,mengzi,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,79,6,2,0,0,45
G1,Rujia,02,mengzi,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,41,17,5,3,2,33
G1,Rujia,02,mengzi,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,8,2,0,0,0,6
G1,Rujia,02,mengzi,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,2740,1570,1003,491,276,1497
G1,Rujia,02,mengzi,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,1002,169,97,39,28,740
G1,Rujia,02,mengzi,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,3171,352,198,93,48,2001
G1,Rujia,02,mengzi,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,947,91,50,29,13,409
G1,Rujia,02,mengzi,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,3,0,0,0,0,1
G1,Rujia,02,mengzi,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,44,3,2,1,0,17
G1,Rujia,02,mengzi,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,470,48,27,17,13,149
G1,Rujia,03,liji,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,455,87,46,24,11,269
G1,Rujia,03,liji,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,350,36,21,12,8,194
G1,Rujia,03,liji,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,2628,1209,784,467,297,1737
G1,Rujia,03,liji,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,588,124,69,30,12,355
G1,Rujia,03,liji,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,9491,4082,2632,1366,735,5601
G1,Rujia,03,liji,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,1949,485,243,108,51,1368
G1,Rujia,03,liji,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,5789,733,396,167,86,3425
G1,Rujia,03,liji,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,1884,187,100,44,24,956
G1,Rujia,03,liji,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,74,10,4,2,0,31
G1,Rujia,03,liji,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,1524,131,79,38,26,649
G1,Rujia,03,liji,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,1083,120,70,27,16,369
G1,Rujia,04,xunzi,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,211,23,11,2,2,149
G1,Rujia,04,xunzi,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,296,28,10,2,2,172
G1,Rujia,04,xunzi,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,350,180,123,48,30,208
G1,Rujia,04,xunzi,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,208,45,24,9,3,122
G1,Rujia,04,xunzi,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,5242,2583,1616,718,344,3297
G1,Rujia,04,xunzi,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,2962,625,334,157,88,2040
G1,Rujia,04,xunzi,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,5685,766,425,201,90,3556
G1,Rujia,04,xunzi,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,2873,300,158,85,45,1397
G1,Rujia,04,xunzi,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,30,1,1,0,0,13
G1,Rujia,04,xunzi,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,453,48,24,15,8,176
G1,Rujia,04,xunzi,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,1799,178,113,41,19,593
G1,Rujia,05,xiao-jing,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,33,3,1,1,1,16
G1,Rujia,05,xiao-jing,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,0,0,0,0,0,0
G1,Rujia,05,xiao-jing,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,76,33,19,10,7,51
G1,Rujia,05,xiao-jing,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,32,15,10,3,0,20
G1,Rujia,05,xiao-jing,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,304,134,74,38,23,195
G1,Rujia,05,xiao-jing,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,38,9,7,1,0,13
G1,Rujia,05,xiao-jing,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,453,58,30,12,9,285
G1,Rujia,05,xiao-jing,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,80,6,5,2,1,52
G1,Rujia,05,xiao-jing,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,0,0,0,0,0,0
G1,Rujia,05,xiao-jing,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,111,17,13,6,4,42
G1,Rujia,05,xiao-jing,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,74,7,5,3,2,28
G1,Rujia,06,shuo-yuan,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,267,38,16,8,4,155
G1,Rujia,06,shuo-yuan,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,236,21,11,4,1,131
G1,Rujia,06,shuo-yuan,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,1028,429,259,131,84,635
G1,Rujia,06,shuo-yuan,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,365,81,42,20,12,176
G1,Rujia,06,shuo-yuan,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,3895,1874,1277,632,327,2305
G1,Rujia,06,shuo-yuan,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,2002,539,298,158,78,1347
G1,Rujia,06,shuo-yuan,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,5275,777,424,179,98,3234
G1,Rujia,06,shuo-yuan,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,2726,258,131,62,26,1308
G1,Rujia,06,shuo-yuan,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,36,9,7,4,3,15
G1,Rujia,06,shuo-yuan,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,1005,93,52,26,12,449
G1,Rujia,06,shuo-yuan,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,1078,116,77,41,22,394
G1,Rujia,07,chun-qiu-fan-lu,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,311,58,28,10,5,196
G1,Rujia,07,chun-qiu-fan-lu,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,286,32,19,7,4,153
G1,Rujia,07,chun-qiu-fan-lu,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,1463,813,529,230,116,974
G1,Rujia,07,chun-qiu-fan-lu,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,414,97,56,23,14,243
G1,Rujia,07,chun-qiu-fan-lu,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,14214,7300,4844,2383,1313,8105
G1,Rujia,07,chun-qiu-fan-lu,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,2873,635,371,166,100,2048
G1,Rujia,07,chun-qiu-fan-lu,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,9899,1212,673,321,169,5911
G1,Rujia,07,chun-qiu-fan-lu,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,4268,426,209,87,36,2086
G1,Rujia,07,chun-qiu-fan-lu,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,121,10,7,3,1,73
G1,Rujia,07,chun-qiu-fan-lu,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,877,81,48,22,13,356
G1,Rujia,07,chun-qiu-fan-lu,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,1889,167,97,48,29,726
G1,Rujia,08,han-shi-wai-zhuan,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,77,9,6,2,1,50
G1,Rujia,08,han-shi-wai-zhuan,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,90,9,3,2,1,50
G1,Rujia,08,han-shi-wai-zhuan,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,294,148,86,51,30,182
G1,Rujia,08,han-shi-wai-zhuan,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,131,25,16,7,4,59
G1,Rujia,08,han-shi-wai-zhuan,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,2324,1133,763,380,212,1477
G1,Rujia,08,han-shi-wai-zhuan,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,1382,362,192,94,52,961
G1,Rujia,08,han-shi-wai-zhuan,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,3364,407,203,84,39,2101
G1,Rujia,08,han-shi-wai-zhuan,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,1566,157,84,31,15,817
G1,Rujia,08,han-shi-wai-zhuan,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,11,2,1,1,1,4
G1,Rujia,08,han-shi-wai-zhuan,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,315,34,16,10,3,130
G1,Rujia,08,han-shi-wai-zhuan,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,637,70,34,22,9,219
G1,Rujia,09,da-dai-li-ji,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,137,9,4,1,1,82
G1,Rujia,09,da-dai-li-ji,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,106,13,6,2,0,65
G1,Rujia,09,da-dai-li-ji,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,332,133,87,56,34,209
G1,Rujia,09,da-dai-li-ji,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,111,29,23,15,8,70
G1,Rujia,09,da-dai-li-ji,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,3396,1653,1078,539,287,2068
G1,Rujia,09,da-dai-li-ji,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,1359,325,175,92,48,912
G1,Rujia,09,da-dai-li-ji,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,3932,525,292,129,65,2457
G1,Rujia,09,da-dai-li-ji,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,929,94,55,29,17,479
G1,Rujia,09,da-dai-li-ji,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,12,3,3,1,0,8
G1,Rujia,09,da-dai-li-ji,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,453,51,29,16,5,162
G1,Rujia,09,da-dai-li-ji,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,1031,106,59,27,20,396
G1,Rujia,10,bai-hu-tong,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,176,12,7,4,1,98
G1,Rujia,10,bai-hu-tong,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,146,15,8,4,4,96
G1,Rujia,10,bai-hu-tong,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,724,302,191,84,47,429
G1,Rujia,10,bai-hu-tong,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,131,40,19,6,3,93
G1,Rujia,10,bai-hu-tong,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,6986,3433,2232,1062,593,4239
G1,Rujia,10,bai-hu-tong,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,1240,276,145,70,33,906
G1,Rujia,10,bai-hu-tong,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,4469,576,316,158,84,2602
G1,Rujia,10,bai-hu-tong,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,1238,98,63,30,14,605
G1,Rujia,10,bai-hu-tong,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,41,8,4,1,1,26
G1,Rujia,10,bai-hu-tong,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,540,58,42,15,3,193
G1,Rujia,10,bai-hu-tong,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,1474,188,115,50,32,560
G1,Rujia,11,xin-shu,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,111,4,1,0,0,68
G1,Rujia,11,xin-shu,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,174,16,8,1,0,99
G1,Rujia,11,xin-shu,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,807,393,280,137,74,536
G1,Rujia,11,xin-shu,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,84,35,19,7,5,53
G1,Rujia,11,xin-shu,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,4633,1946,1169,558,290,2843
G1,Rujia,11,xin-shu,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,1589,424,244,119,62,1084
G1,Rujia,11,xin-shu,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,4849,683,367,163,86,2868
G1,Rujia,11,xin-shu,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,2064,181,114,60,30,1069
G1,Rujia,11,xin-shu,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,10,1,0,0,0,6
G1,Rujia,11,xin-shu,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,602,68,41,18,8,239
G1,Rujia,11,xin-shu,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,1015,121,70,32,15,421
G1,Rujia,12,xin-xu,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,35,0,0,0,0,18
G1,Rujia,12,xin-xu,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,104,12,5,3,2,60
G1,Rujia,12,xin-xu,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,239,115,84,42,24,159
G1,Rujia,12,xin-xu,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,148,46,25,11,6,102
G1,Rujia,12,xin-xu,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,1686,702,440,221,116,1040
G1,Rujia,12,xin-xu,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,848,269,155,73,47,571
G1,Rujia,12,xin-xu,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,2423,414,253,111,58,1443
G1,Rujia,12,xin-xu,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,1672,206,120,53,21,872
G1,Rujia,12,xin-xu,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,19,0,0,0,0,12
G1,Rujia,12,xin-xu,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,255,31,15,6,3,94
G1,Rujia,12,xin-xu,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,443,60,35,17,9,162
G1,Rujia,13,yangzi-fayan,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,62,12,5,2,1,38
G1,Rujia,13,yangzi-fayan,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,81,14,6,6,4,33
G1,Rujia,13,yangzi-fayan,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,407,164,86,46,29,250
G1,Rujia,13,yangzi-fayan,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,62,14,8,3,1,33
G1,Rujia,13,yangzi-fayan,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,1491,602,375,166,84,899
G1,Rujia,13,yangzi-fayan,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,427,148,84,38,19,267
G1,Rujia,13,yangzi-fayan,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,1180,164,97,43,14,697
G1,Rujia,13,yangzi-fayan,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,209,31,12,7,3,104
G1,Rujia,13,yangzi-fayan,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,31,12,7,3,1,8
G1,Rujia,13,yangzi-fayan,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,286,40,24,8,3,111
G1,Rujia,13,yangzi-fayan,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,204,19,15,7,3,90
G1,Rujia,14,zhong-lun,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,66,7,5,4,2,42
G1,Rujia,14,zhong-lun,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,43,0,0,0,0,21
G1,Rujia,14,zhong-lun,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,98,46,35,25,15,59
G1,Rujia,14,zhong-lun,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,110,26,21,12,7,52
G1,Rujia,14,zhong-lun,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,415,180,120,51,29,250
G1,Rujia,14,zhong-lun,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,494,120,60,25,8,352
G1,Rujia,14,zhong-lun,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,883,131,80,32,14,498
G1,Rujia,14,zhong-lun,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,428,50,31,9,2,224
G1,Rujia,14,zhong-lun,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,5,0,0,0,0,2
G1,Rujia,14,zhong-lun,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,197,26,16,9,2,86
G1,Rujia,14,zhong-lun,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,238,30,15,7,2,93
G1,Rujia,15,kongzi-jiayu,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,198,27,17,7,5,107
G1,Rujia,15,kongzi-jiayu,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,144,14,7,3,1,108
G1,Rujia,15,kongzi-jiayu,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,1101,628,448,220,132,701
G1,Rujia,15,kongzi-jiayu,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,299,55,29,11,4,178
G1,Rujia,15,kongzi-jiayu,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,3249,1753,1181,595,301,2015
G1,Rujia,15,kongzi-jiayu,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,1447,312,170,85,51,998
G1,Rujia,15,kongzi-jiayu,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,2908,296,188,88,42,1778
G1,Rujia,15,kongzi-jiayu,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,1015,90,48,18,8,550
G1,Rujia,15,kongzi-jiayu,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,24,5,3,1,1,10
G1,Rujia,15,kongzi-jiayu,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,786,83,52,26,11,314
G1,Rujia,15,kongzi-jiayu,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,812,81,44,22,10,285
G1,Rujia,16,qian-fu-lun,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,285,31,13,5,2,185
G1,Rujia,16,qian-fu-lun,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,143,16,8,4,2,82
G1,Rujia,16,qian-fu-lun,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,1326,570,353,191,100,866
G1,Rujia,16,qian-fu-lun,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,496,178,103,40,21,277
G1,Rujia,16,qian-fu-lun,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,2332,1005,655,336,168,1390
G1,Rujia,16,qian-fu-lun,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,1142,325,180,81,37,790
G1,Rujia,16,qian-fu-lun,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,3906,697,400,197,91,2312
G1,Rujia,16,qian-fu-lun,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,1496,187,113,56,31,824
G1,Rujia,16,qian-fu-lun,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,42,5,3,1,0,13
G1,Rujia,16,qian-fu-lun,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,1209,146,86,42,18,495
G1,Rujia,16,qian-fu-lun,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,1204,123,80,37,17,469
G1,Rujia,17,lunheng,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,3762,485,256,107,51,2210
G1,Rujia,17,lunheng,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,692,113,60,25,14,345
G1,Rujia,17,lunheng,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,19485,7538,4707,2344,1322,12289
G1,Rujia,17,lunheng,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,4813,1652,1000,480,238,2679
G1,Rujia,17,lunheng,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,29961,11669,7001,3394,1848,17651
G1,Rujia,17,lunheng,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,7803,2401,1422,657,369,5203
G1,Rujia,17,lunheng,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,14053,2183,1229,571,292,8324
G1,Rujia,17,lunheng,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,10999,1221,686,330,203,5403
G1,Rujia,17,lunheng,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,279,34,22,7,5,127
G1,Rujia,17,lunheng,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,7288,799,435,191,98,3044
G1,Rujia,17,lunheng,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,3257,353,192,88,49,1294
G1,Rujia,18,taixuanjing,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,239,31,12,7,4,153
G1,Rujia,18,taixuanjing,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,29,4,2,1,1,14
G1,Rujia,18,taixuanjing,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,899,369,218,109,72,530
G1,Rujia,18,taixuanjing,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,173,49,23,12,8,84
G1,Rujia,18,taixuanjing,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,1698,628,389,179,81,1101
G1,Rujia,18,taixuanjing,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,524,139,66,28,14,342
G1,Rujia,18,taixuanjing,seg,nopunc,reduced_gods,ubc_morality,stopwords,delimiters,120,1315,190,105,44,21,744
G1,Rujia,18,taixuanjing,seg,nopunc,reduced_gods,ubc_emotion,stopwords,delimiters,120,396,43,21,11,6,185
G1,Rujia,18,taixuanjing,seg,nopunc,reduced_deity,reduced_reward,stopwords,delimiters,120,31,3,0,0,0,14
G1,Rujia,18,taixuanjing,seg,nopunc,reduced_deity,ubc_morality,stopwords,delimiters,120,640,80,39,15,12,249
G1,Rujia,18,taixuanjing,seg,nopunc,reduced_gods,reduced_punishment,stopwords,delimiters,120,190,11,6,3,2,68
G1,Rujia,19,fengsutongyi,seg,nopunc,reduced_deity,ubc_cognition,stopwords,delimiters,120,263,25,16,6,3,151
G1,Rujia,19,fengsutongyi,seg,nopunc,reduced_gods,reduced_reward,stopwords,delimiters,120,113,17,11,4,3,56
G1,Rujia,19,fengsutongyi,seg,nopunc,reduced_deity,ubc_religion,stopwords,delimiters,120,1658,447,253,133,88,1037
G1,Rujia,19,fengsutongyi,seg,nopunc,reduced_deity,ubc_emotion,stopwords,delimiters,120,463,174,115,53,24,240
G1,Rujia,19,fengsutongyi,seg,nopunc,reduced_gods,ubc_religion,stopwords,delimiters,120,2665,733,409,188,85,1599
G1,Rujia,19,fengsutongyi,seg,nopunc,reduced_gods,ubc_cognition,stopwords,delimiters,120,707,297,175,80,47,477
